cluster_id,centroid_x,centroid_y,kcentroid_x,kcentroid_y,bird_id,range_0_min,range_1_min,range_0_max,range_1_max
91.0,-7.756401263592622,10.999982579069767,-8.269107353019024,11.165439208519437,18.0,-15.499041,-16.618896,17.585873,18.215986
92.0,10.85665016003012,-10.599561860501506,12.279161196747967,-10.904515596829269,18.0,-15.499041,-16.618896,17.585873,18.215986
93.0,-3.6609951947562096,5.529150774636615,-3.7296230747680887,5.612728578191095,18.0,-15.499041,-16.618896,17.585873,18.215986
94.0,-2.9312032956724714,8.51346455338644,-1.7900720812538227,6.645568829301733,18.0,-15.499041,-16.618896,17.585873,18.215986
95.0,1.0591913014481131,4.814640853254717,1.0284624134875957,4.908185252814885,19.0,-15.499041,-16.618896,17.585873,18.215986
96.0,10.087292613856098,-5.682474408943089,10.491531048484848,-5.838245868971405,19.0,-15.499041,-16.618896,17.585873,18.215986
97.0,1.9708983780872307,-8.641176469679454,1.6127448175276753,-10.48659045802583,19.0,-15.499041,-16.618896,17.585873,18.215986
98.0,4.514957927483235,-0.7148461332031559,4.498097100424266,-0.7627465668794607,20.0,-15.499041,-16.618896,17.585873,18.215986
99.0,-3.0705328020528304,10.827720109622641,-3.0796421163388805,10.875860521369138,20.0,-15.499041,-16.618896,17.585873,18.215986
100.0,-7.05930018358602,1.4428588318058253,-7.1458978920281355,1.502882501836655,20.0,-15.499041,-16.618896,17.585873,18.215986
101.0,6.28531049380133,-10.759853224916943,6.332456061340705,-10.841132268978225,20.0,-15.499041,-16.618896,17.585873,18.215986
102.0,-4.041958829734513,-10.892923387905604,-4.037810789492326,-10.898531474911453,21.0,-15.499041,-16.618896,17.585873,18.215986
103.0,-4.7840638820812815,4.386076722105911,-3.099233747673216,5.084726640124096,21.0,-15.499041,-16.618896,17.585873,18.215986
104.0,2.922817978225256,8.626044361092148,2.8554767144037783,8.525208655844155,21.0,-15.499041,-16.618896,17.585873,18.215986
105.0,1.1057625153041364,5.469033599270073,7.533441500490716,10.203765337400531,21.0,-15.499041,-16.618896,17.585873,18.215986
106.0,-5.764990117864344,6.278835917840513,-5.949425225845865,6.436098937218045,21.0,-15.499041,-16.618896,17.585873,18.215986
107.0,9.31361503127962,10.553624782786729,9.344992299714557,10.592710065842056,21.0,-15.499041,-16.618896,17.585873,18.215986
108.0,1.0488298021841154,5.173138770758122,-0.5882779329705681,6.354314542299795,22.0,-15.499041,-16.618896,17.585873,18.215986
109.0,9.255113096711797,-0.2172885294777563,9.238055357073172,-0.30441836339512196,22.0,-15.499041,-16.618896,17.585873,18.215986
110.0,5.626249902334916,-3.925794593785067,10.62879123366641,-3.7143144624135283,22.0,-15.499041,-16.618896,17.585873,18.215986
111.0,-7.709539806077348,5.689128076498087,-11.191549126575028,6.175572893356243,22.0,-15.499041,-16.618896,17.585873,18.215986
112.0,-7.7419292228717955,-11.023590465470086,-12.17129450722482,-10.651592874628134,22.0,-15.499041,-16.618896,17.585873,18.215986
113.0,9.711266462442817,9.912986584675208,11.245721537352363,10.058171810285431,22.0,-15.499041,-16.618896,17.585873,18.215986
114.0,-0.3447123600086602,15.256949247325522,-0.4642174505103042,15.395835765456331,22.0,-15.499041,-16.618896,17.585873,18.215986
115.0,2.7081701479827087,-10.185646734870318,2.623734292146597,-10.044231324083768,22.0,-15.499041,-16.618896,17.585873,18.215986
116.0,15.497254796538824,-1.4480843543498596,15.507672021993452,-1.4494848947122134,23.0,-15.499041,-16.618896,17.585873,18.215986
117.0,4.167856683889754,12.894263212090165,4.173273811339359,12.931951348192277,23.0,-15.499041,-16.618896,17.585873,18.215986
118.0,14.331730602078913,5.980920144009334,14.659357924190065,5.963638511447085,23.0,-15.499041,-16.618896,17.585873,18.215986
119.0,1.17266354581246,-0.15459531260001283,1.1620927014983924,-0.16848337152297105,23.0,-15.499041,-16.618896,17.585873,18.215986
120.0,7.131408240625,1.8613054732230392,7.1729659747191015,1.9350965869983945,23.0,-15.499041,-16.618896,17.585873,18.215986
121.0,3.4402136097636173,5.608879865947242,4.779451938451444,-2.9446667669291338,24.0,-15.499041,-16.618896,17.585873,18.215986
122.0,-6.513446410998604,-3.5832464290502792,-6.5178924799511,-3.5886048092210965,24.0,-15.499041,-16.618896,17.585873,18.215986
123.0,3.5536177786737007,-11.899899114491333,3.271280392011412,-12.183062703281028,24.0,-15.499041,-16.618896,17.585873,18.215986
124.0,-2.4376023395589557,-8.78718316809181,-2.5442618059181896,-8.895813783289817,24.0,-15.499041,-16.618896,17.585873,18.215986
125.0,-8.691653050736496,-12.955363510769232,-8.37058287985481,-14.333117205263157,25.0,-15.499041,-16.618896,17.585873,18.215986
126.0,0.96066411732899,6.442262587947883,0.9307326054844006,6.553777662397373,25.0,-15.499041,-16.618896,17.585873,18.215986
127.0,8.801677974923548,-13.282930893425078,8.838508748079876,-13.344309120583718,25.0,-15.499041,-16.618896,17.585873,18.215986
128.0,-0.053312994938271685,10.348341290493826,-2.1043745268702287,14.374899155725194,25.0,-15.499041,-16.618896,17.585873,18.215986
129.0,-5.896944574975868,-0.8401198460135136,-5.995889361232944,-0.961999242368421,26.0,-15.499041,-16.618896,17.585873,18.215986
130.0,6.011148635123967,9.358543792947659,6.3207834738766975,11.50695208615465,26.0,-15.499041,-16.618896,17.585873,18.215986
131.0,9.285345645553734,6.663594813876147,9.335693533761528,6.702421466831357,26.0,-15.499041,-16.618896,17.585873,18.215986
132.0,9.027439850142517,-10.479160105463183,9.060040482047619,-10.525790709107142,27.0,-15.499041,-16.618896,17.585873,18.215986
133.0,-0.03326667808142632,0.9878739920117083,2.3132748167197255,1.841416484644195,27.0,-15.499041,-16.618896,17.585873,18.215986
134.0,3.486202358599572,6.86492696643469,1.742888375591716,7.625890359911242,27.0,-15.499041,-16.618896,17.585873,18.215986
135.0,7.633176521028695,-6.603336741147808,7.645993980130081,-6.6218556053658535,27.0,-15.499041,-16.618896,17.585873,18.215986
136.0,-1.1325463653500523,-6.4192284944270295,-1.3280320715301392,-6.270370593199383,28.0,-15.499041,-16.618896,17.585873,18.215986
137.0,-3.096389651521403,-6.87503073326457,-3.2353326612099647,-7.028425700622776,28.0,-15.499041,-16.618896,17.585873,18.215986
138.0,-0.5859027340717299,-13.17481227078059,-1.5344889729474307,-13.34705726839929,28.0,-15.499041,-16.618896,17.585873,18.215986
139.0,-4.413600093447294,8.172566455498576,-4.650310837713612,8.631916688361816,28.0,-15.499041,-16.618896,17.585873,18.215986
140.0,-0.3031326167609205,-8.693320800868433,-0.282988097020133,-8.986794679334812,28.0,-15.499041,-16.618896,17.585873,18.215986
141.0,14.92503163079943,-6.595900390827979,14.99267175017934,-6.613485134648494,29.0,-15.499041,-16.618896,17.585873,18.215986
142.0,4.253756111094674,4.749837496960058,4.507476981983806,4.8148980508771935,29.0,-15.499041,-16.618896,17.585873,18.215986
143.0,-11.011389640852299,-1.2194528027353861,-11.096490395819284,-1.2515692247156665,29.0,-15.499041,-16.618896,17.585873,18.215986
144.0,4.914552328589342,7.2410624152037615,4.859169835554152,7.346672870729397,29.0,-15.499041,-16.618896,17.585873,18.215986
145.0,2.1775967452716594,0.0941633899465492,2.2387638877843425,0.11184264409689808,30.0,-15.499041,-16.618896,17.585873,18.215986
146.0,-3.204789559097526,15.448338577947599,-3.2745132419117646,15.652147899705886,30.0,-15.499041,-16.618896,17.585873,18.215986
147.0,-1.0764759746835442,1.4723943820713463,-1.127312012087912,1.526723856009254,30.0,-15.499041,-16.618896,17.585873,18.215986
148.0,-15.264452831249997,2.8864817981686044,-15.299953136297377,2.8498089025364433,30.0,-15.499041,-16.618896,17.585873,18.215986
149.0,-13.721234900326795,6.57828838251634,-13.78823706229508,6.562773387868853,30.0,-15.499041,-16.618896,17.585873,18.215986
