cluster_id,centroid_x,centroid_y,kcentroid_x,kcentroid_y,bird_id,range_0_min,range_1_min,range_0_max,range_1_max
0.0,3.535255205954266,-4.860735632019935,3.2877796977643676,-4.501783147827586,0.0,-15.499041,-16.618896,17.585873,18.215986
1.0,-14.329256141682787,-5.7905131150967115,-14.45210522395326,-5.823099268062317,0.0,-15.499041,-16.618896,17.585873,18.215986
2.0,0.2946639596434815,17.313989375887523,0.13681732091836402,17.800745636832616,0.0,-15.499041,-16.618896,17.585873,18.215986
3.0,3.8849985640833333,-8.418233363180555,4.074479377220078,-8.920797112919512,0.0,-15.499041,-16.618896,17.585873,18.215986
4.0,-9.995482788697496,3.241580815540942,-12.020067400736014,3.986688206182532,0.0,-15.499041,-16.618896,17.585873,18.215986
5.0,-5.31781537030417,-9.373730887901571,-5.302283927159209,-9.601320238744362,0.0,-15.499041,-16.618896,17.585873,18.215986
6.0,10.439001034440842,2.4415111592949756,14.154677664026096,2.0346035235973905,1.0,-15.499041,-16.618896,17.585873,18.215986
7.0,-5.432172912793083,-13.507773815855805,-5.457118112338236,-13.567627964705881,1.0,-15.499041,-16.618896,17.585873,18.215986
8.0,8.152202469420288,3.6465275589590207,8.397141318478814,3.7690045447677387,1.0,-15.499041,-16.618896,17.585873,18.215986
9.0,13.134194951149539,-0.6887234293326839,13.247253963864308,-0.672389384719764,1.0,-15.499041,-16.618896,17.585873,18.215986
10.0,-2.634925846718539,6.99798497905954,-2.6467680890020366,7.053459962423625,1.0,-15.499041,-16.618896,17.585873,18.215986
11.0,-1.5811842695156828,-0.8051505205535054,-4.2748881557107445,-8.105365095041323,2.0,-15.499041,-16.618896,17.585873,18.215986
12.0,-9.600773623982265,7.874306304292624,-9.635064934773828,7.886814294063005,2.0,-15.499041,-16.618896,17.585873,18.215986
13.0,3.1546227189130436,-2.2241822969565215,0.09078076378269613,-4.5400994495640505,2.0,-15.499041,-16.618896,17.585873,18.215986
14.0,-6.485516637720588,7.111729282647058,-7.031309313439636,7.719965982460137,2.0,-15.499041,-16.618896,17.585873,18.215986
15.0,7.560732361587779,13.964039649030067,7.59276432942036,14.049639217437896,2.0,-15.499041,-16.618896,17.585873,18.215986
16.0,2.1798996759680134,-6.766421721064815,6.297063864126808,-6.0814573105951055,2.0,-15.499041,-16.618896,17.585873,18.215986
17.0,-5.660485621767661,1.6227365276923076,-11.765994681516913,-3.991322360412262,3.0,-15.499041,-16.618896,17.585873,18.215986
18.0,0.85536269908388,-4.981352210572226,0.7853563281565766,-5.010210426180287,3.0,-15.499041,-16.618896,17.585873,18.215986
19.0,0.27015263664117517,2.804586789064254,-2.2317785062055093,-0.4768324900896688,3.0,-15.499041,-16.618896,17.585873,18.215986
20.0,-1.7712300316953036,-0.5858292305374342,-2.214526151465568,-0.6321055008701354,3.0,-15.499041,-16.618896,17.585873,18.215986
21.0,-3.6209943391782082,3.238827586768237,-3.6684161625857277,3.234069703401297,4.0,-15.499041,-16.618896,17.585873,18.215986
22.0,-14.274764929184188,-3.4108024797056347,-15.285762037243947,-3.343933567783985,4.0,-15.499041,-16.618896,17.585873,18.215986
23.0,-4.48145762872093,-8.733848298121645,-8.038149128354979,-10.693110807142856,4.0,-15.499041,-16.618896,17.585873,18.215986
24.0,16.896303189280538,-3.4837440165137616,16.796339919444446,-3.5893647024305553,4.0,-15.499041,-16.618896,17.585873,18.215986
25.0,-8.243461205086314,-0.9225745724722564,-8.385723694937429,-0.7904357340955631,5.0,-15.499041,-16.618896,17.585873,18.215986
26.0,16.83632827508047,1.8656217101015105,17.13850883630654,1.842922627688442,5.0,-15.499041,-16.618896,17.585873,18.215986
27.0,0.9593424274055724,2.5052386054825466,-0.1508287637278674,3.3403930774282435,5.0,-15.499041,-16.618896,17.585873,18.215986
28.0,6.735963476995979,-0.7885028722594479,6.744286368867419,-0.8026481603327967,5.0,-15.499041,-16.618896,17.585873,18.215986
29.0,-4.636398315505299,1.13373505963298,-4.729817675237972,1.1119102714486346,6.0,-15.499041,-16.618896,17.585873,18.215986
30.0,5.220569326325915,-4.50175624600165,7.768595820317461,-5.881157590190477,6.0,-15.499041,-16.618896,17.585873,18.215986
31.0,2.6671181541612636,-1.6250882483929066,2.703259675119483,-1.477933839457408,6.0,-15.499041,-16.618896,17.585873,18.215986
32.0,-1.6745926273685172,-8.610031473157417,0.13871601042857143,-11.721691726418786,6.0,-15.499041,-16.618896,17.585873,18.215986
33.0,12.944630856174697,-5.081235525225904,12.971200465653897,-5.2696567054821655,6.0,-15.499041,-16.618896,17.585873,18.215986
34.0,12.776401854123712,8.68286796298969,13.149994733701655,8.963285646961326,7.0,-15.499041,-16.618896,17.585873,18.215986
35.0,0.9249797076797948,-3.8326640218621573,6.1294394516950135,-2.337741067255132,7.0,-15.499041,-16.618896,17.585873,18.215986
36.0,3.632407327400362,-12.810768808016304,4.6029704433029295,-13.896559703840614,7.0,-15.499041,-16.618896,17.585873,18.215986
37.0,4.921860227893073,-0.5930890656395517,4.241954816352521,1.97547137205298,7.0,-15.499041,-16.618896,17.585873,18.215986
38.0,4.859638741990891,-0.2551313928838647,4.262283263582636,1.9629455734701884,7.0,-15.499041,-16.618896,17.585873,18.215986
39.0,1.855526114873874,1.9078529416936936,5.888819685040651,2.8603033068780492,7.0,-15.499041,-16.618896,17.585873,18.215986
40.0,-9.409314193327667,1.7165990890947727,-9.436032121455938,1.7347381099787145,7.0,-15.499041,-16.618896,17.585873,18.215986
41.0,10.630407716244003,-8.427745311857436,10.342834763033176,-8.34697184814376,7.0,-15.499041,-16.618896,17.585873,18.215986
42.0,2.53036689389662,-15.7704467620941,5.606207836884237,-15.810560905788178,8.0,-15.499041,-16.618896,17.585873,18.215986
43.0,1.1949271907565684,12.7370134031339,1.2069396757691089,12.779942927529335,8.0,-15.499041,-16.618896,17.585873,18.215986
44.0,-9.007269084427842,13.096470320487613,-9.143864884328359,13.04600382937585,8.0,-15.499041,-16.618896,17.585873,18.215986
45.0,-5.235426787671804,-5.608386831611829,-5.402694628476821,-5.484588443635026,8.0,-15.499041,-16.618896,17.585873,18.215986
46.0,-8.894653142791611,-9.253418533191349,-9.491368853122808,-9.134821527719298,9.0,-15.499041,-16.618896,17.585873,18.215986
47.0,-5.72594473250297,10.477931294140088,-5.828452458706006,11.182543214545456,9.0,-15.499041,-16.618896,17.585873,18.215986
48.0,-5.3735424031136265,-5.895921702353417,-6.555507297079604,-6.965690977390485,9.0,-15.499041,-16.618896,17.585873,18.215986
49.0,1.197248916707459,10.180391747841488,0.11779753597467343,10.050367285449834,9.0,-15.499041,-16.618896,17.585873,18.215986
50.0,-5.13179212913242,-6.5530263323868825,-5.746826280570071,-8.730540453007126,9.0,-15.499041,-16.618896,17.585873,18.215986
51.0,4.321396925249204,-4.08260258069194,7.032896936713119,-4.631787440778472,9.0,-15.499041,-16.618896,17.585873,18.215986
52.0,6.408896375671852,4.034321751909477,6.2815720961275625,4.146127988724373,10.0,-15.499041,-16.618896,17.585873,18.215986
53.0,-9.840978958773784,-6.89513345602537,-9.856679305007052,-6.902547469252469,10.0,-15.499041,-16.618896,17.585873,18.215986
54.0,5.297337104962153,1.3644745619932717,2.8144606665589658,3.1359294510500804,10.0,-15.499041,-16.618896,17.585873,18.215986
55.0,-4.360434642107508,-1.551795194837884,-4.365898378617157,-1.5575671582159625,10.0,-15.499041,-16.618896,17.585873,18.215986
56.0,-10.43524883217693,-6.429355329314832,-10.45246995703125,-6.444191498871528,10.0,-15.499041,-16.618896,17.585873,18.215986
57.0,-11.727904472148952,-1.2535237120636151,-13.60763710344067,-1.6162614210410233,11.0,-15.499041,-16.618896,17.585873,18.215986
58.0,12.026146226616143,3.630007038476696,12.140337052682927,3.7167452376295733,11.0,-15.499041,-16.618896,17.585873,18.215986
59.0,11.125216555175518,-1.5868325274527453,10.623924578244681,-1.2865256999468087,11.0,-15.499041,-16.618896,17.585873,18.215986
60.0,-2.9794485222730898,4.804728855995223,-4.239036970795533,-1.1784163076343335,11.0,-15.499041,-16.618896,17.585873,18.215986
61.0,-3.8053756449094043,0.22362861665228653,-12.27613190942029,-6.4402570863124,11.0,-15.499041,-16.618896,17.585873,18.215986
62.0,11.170883607014392,1.1322775238523963,11.318576415222422,1.1963979150141426,12.0,-15.499041,-16.618896,17.585873,18.215986
63.0,-3.0117394442868743,-4.288464387266576,-3.107295513207287,-4.404725583190726,12.0,-15.499041,-16.618896,17.585873,18.215986
64.0,0.6635903538630136,-3.787632259336377,0.39016742308699004,-6.5426066926866815,12.0,-15.499041,-16.618896,17.585873,18.215986
65.0,2.3003951649616368,-7.358766805484512,2.3280504818415784,-7.4267497798970545,13.0,-15.499041,-16.618896,17.585873,18.215986
66.0,-7.864049257708166,5.0311732295314595,-7.883093418653433,5.052082434039699,13.0,-15.499041,-16.618896,17.585873,18.215986
67.0,11.96632089748028,6.748542274145486,11.982438056932866,6.757979632623958,13.0,-15.499041,-16.618896,17.585873,18.215986
68.0,-4.912044299502841,3.9037618858267042,-5.636360985247645,3.732999440306897,13.0,-15.499041,-16.618896,17.585873,18.215986
69.0,-1.1704293322651127,8.774457884268026,-1.182510365,8.827543809756097,13.0,-15.499041,-16.618896,17.585873,18.215986
70.0,6.9457556563002685,5.893475685683646,7.049135934316643,6.096692223031123,13.0,-15.499041,-16.618896,17.585873,18.215986
71.0,-2.012402921894273,3.8073636337651977,-2.0765473534111316,3.9622811089766605,13.0,-15.499041,-16.618896,17.585873,18.215986
72.0,3.2328159851690823,2.413469049099693,-2.354231760184361,1.6146809820089,14.0,-15.499041,-16.618896,17.585873,18.215986
73.0,7.039604931966758,8.761398854742383,7.798405448277875,8.549057015067133,14.0,-15.499041,-16.618896,17.585873,18.215986
74.0,-12.033117023062799,1.4540190212633124,-12.475645174725692,1.5866541430192966,14.0,-15.499041,-16.618896,17.585873,18.215986
75.0,1.9228289270233814,9.02268467522482,1.4749302336198662,9.875566427602676,14.0,-15.499041,-16.618896,17.585873,18.215986
76.0,4.537555765740741,15.712166387522046,4.53992925,15.729034908208297,15.0,-15.499041,-16.618896,17.585873,18.215986
77.0,-7.815150633948759,8.429860355034567,-8.27921471843389,9.22494582126658,15.0,-15.499041,-16.618896,17.585873,18.215986
78.0,1.0687837905426356,-13.967953705100774,1.1447576786793954,-14.411244672235481,15.0,-15.499041,-16.618896,17.585873,18.215986
79.0,1.2591972866233765,-8.748527005032468,1.2956883873426002,-8.86204896606705,15.0,-15.499041,-16.618896,17.585873,18.215986
80.0,-3.918755149028078,13.638950911317496,-3.9659341231663037,13.768311608569356,15.0,-15.499041,-16.618896,17.585873,18.215986
81.0,-7.725029108617363,-3.183383989178907,-8.386876159558316,-3.0173737864044172,15.0,-15.499041,-16.618896,17.585873,18.215986
82.0,0.13040081117953062,0.9023211237223974,0.13178380149687682,0.9235308907770057,16.0,-15.499041,-16.618896,17.585873,18.215986
83.0,2.483065551189847,5.959958857112639,2.547307122369819,5.9730504299681195,16.0,-15.499041,-16.618896,17.585873,18.215986
84.0,-9.781544848526103,4.06001687062436,-9.928679225904862,4.155074308531541,16.0,-15.499041,-16.618896,17.585873,18.215986
85.0,-0.1456969924213594,-1.8168935618077198,-0.06221581190386738,-1.6025540904761906,17.0,-15.499041,-16.618896,17.585873,18.215986
86.0,8.461067066229814,-3.4269074021296513,8.495769270042194,-3.447393294256915,17.0,-15.499041,-16.618896,17.585873,18.215986
87.0,-12.356816544161926,8.899067896821679,-12.430295791333558,8.95572579415519,17.0,-15.499041,-16.618896,17.585873,18.215986
88.0,-8.610968144094468,-5.210330704167719,-8.617671227007833,-5.217879843770533,17.0,-15.499041,-16.618896,17.585873,18.215986
89.0,-2.0909461118069896,-10.158575119086578,-1.7986464481620066,-10.890956721899672,18.0,-15.499041,-16.618896,17.585873,18.215986
90.0,9.142914694893074,1.951764127740185,9.186513159058899,1.9445612313700384,18.0,-15.499041,-16.618896,17.585873,18.215986
